h1,title_tag,meta_desc,primer_parrafo,num_parrafos,num_h2,h2_textos,tiene_lista_tabla,num_tags,tags_textos,num_enlaces_internos,parrafo_primer_enlace,ancla_primer_enlace,anclas_todas,palabras_body,img_url,img_ancho,img_alt,autor_jsonld,seccion_jsonld,fecha_publicacion,keywords_jsonld,es_sindicado,error,ruta,autor
Cuánto cuesta ser Miss República Dominicana: El precio de una corona supera el millón de pesos,¿Cuánto cuesta participar en Miss RD Universo?,"¿Cuánto cuesta participar en Miss República Dominicana Universo? Conoce la inversión, los gastos de preparación y lo que implica competir.",Hay una parte delMiss República DominicanaUniverso que suele quedar fuera de las fotografías: la cuenta que hay detrás de convertirse en reina.,25,1,La corona es solo una parte,False,3,"miss-republica-dominicana, costo-certamen-belleza, entretenimiento-rd",9,1.0,Miss República Dominicana,Miss República Dominicana | Miss República Dominicana Universo | Bernard Arnault niega una disputa entre sus hijos por el control de LVMH | ¿Cuándo es la final del Miss República Dominicana Universo y quiénes son las candidatas favoritas? | Cerca de RD: ¿Cuándo y dónde se celebrará la final de Miss Universo 2026? | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,825,https://revistamercado.do/wp-content/uploads/2026/07/Cuanto-cuesta-ser-Miss-Republica-Dominicana-El-precio-de-una-corona-supera-el-millon-de-pesos-copy.webp,1874.0,Corona de belleza con piedras preciosas sobre un fondo morado con billetes de dólares desenfocados.,Elba Reyes,Actualidad,2026-07-30T15:02:17-04:00,"norecents, no-paywall, miss-republica-dominicana, costo-certamen-belleza, entretenimiento-rd",False,,/actualidad/cuanto-cuesta-ser-miss-republica-dominicana-el-precio-de-una-corona-supera-el-millon-de-pesos/,Elba Reyes
"Pável Dúrov, fundador de Telegram, es buscado por Rusia por presuntos delitos de terrorismo","Pável Dúrov, fundador de Telegram, es buscado por Rusia por presuntos delitos de terrorismo","Rusia declaró en busca y captura al fundador de Telegram, Pável Dúrov, acusado de facilitar actividades terroristas. Moscú intensifica así su presión sobre una de las plataformas más utilizadas del país.","ElServicio Federal de Seguridad (FSB)informó que Dúrov está siendo investigado por presuntamente facilitar actividades terroristas. Según Moscú, Telegram no eliminó canales, chats y bots utilizados por los servicios de inteligencia ucranianos y organizaciones extremistas. Las autoridades sostienen que estas herramientas fueron empleadas para coordinar sabotajes, fraudes informáticos y ataques dentro de Rusia.",26,6,"Dúrov podría enfrentarse a cadena perpetua | Moscú vincula Telegram con actividades de sabotaje | Un nuevo episodio en la batalla por el control de internet | Dúrov acusa a Moscú de censura | La extradición parece poco probable | Telegram, en el centro de una guerra tecnológica y política",True,6,"Internet, Rusia, kremlin, Telegram, seguridad nacional, Pável Dúrov",5,24.0,Alemania estudia limitar el acceso de menores a las redes sociales desde los 13 años,Alemania estudia limitar el acceso de menores a las redes sociales desde los 13 años | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,684,https://revistamercado.do/wp-content/uploads/2026/07/Rusia-aumenta-presión-copy.jpg,1315.0,,Rodrigo Muñoz,Actualidad,2026-07-29T13:16:08-04:00,"Internet, Rusia, kremlin, Telegram, no-paywall, seguridad nacional, Pável Dúrov",False,,/actualidad/pavel-durov-fundador-de-telegram-es-buscado-por-rusia-por-presuntos-delitos-de-terrorismo/,Rodrigo Muñoz
Fallece a los 73 años José Bello: ¿de qué murió el ícono de la salsa dominicana e intérprete de “La palabra amigo”?,¿De qué murió José Bello? El salsero fallece a los 73 años,"José Bello, reconocido salsero dominicano e intérprete de “La palabra amigo”, falleció a los 73 años. Esto es lo que se sabe sobre su muerte.","La noticia fue confirmada por familiares y allegados del intérprete, quienesinformaron que falleció en la ciudad de Jacksonville, Florida,acompañado por sus seres queridos. La información fue dada a conocer por distintos medios y posteriormente compartida por figuras vinculadas al mundo de la salsa.",19,1,¿De qué murió José Bello?,False,2,"cantante, salsa",7,2.0,Fallece Alex Bueno a los 62 años: ¿de qué murió una de las voces más emblemáticas del merengue y la bachata?,"Fallece Alex Bueno a los 62 años: ¿de qué murió una de las voces más emblemáticas del merengue y la bachata? | se limitó a República Dominicana | Muere Willie Colón, ícono de la salsa a los 75 años | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters",665,https://revistamercado.do/wp-content/uploads/2026/06/Fallece-a-los-73-anos-Jose-Bello-¿de-que-murio-el-icono-de-la-salsa-dominicana-e-interprete-de-La-palabra-amigo_-copy.webp,1560.0,"Primer plano en blanco y negro de José Bello, ícono de la salsa dominicana, con sombrero oscuro y micrófono en mano durante una presentación.",Elba Reyes,Actualidad,2026-06-23T11:53:53-04:00,"no-paywall, cantante, salsa",False,,/actualidad/fallece-a-los-73-anos-jose-bello-de-que-murio-el-icono-de-la-salsa-dominicana-e-interprete-de-la-palabra-amigo/,Elba Reyes
¿Cómo funciona el Corredor Interoceánico de México que transportó 900 vehículos en 72 horas evitando el Canal de Panamá?,¿Cómo funciona el Corredor Interoceánico del Istmo de Tehuantepec?,Descubre cómo funciona el Corredor Interoceánico de México y por qué se perfila como una alternativa logística al Canal de Panamá.,ElCorredor Interoceánico del Istmo de Tehuantepec (CIIT)dio un nuevo paso para consolidarse como una alternativa alCanal de Panamátras completar eltransporte de 900 vehículosen apenas72 horasentre las costas del océano Pacífico y elGolfo de México.,23,5,¿Qué es el Corredor Interoceánico de México? | Así fue el traslado de los vehículos en tres días | ¿Por qué representa una alternativa al Canal de Panamá? | Apuesta estratégica para México | ¿Qué impacto puede tener en el comercio internacional?,True,3,"México, transporte marítimo, Corredor Interoceánico",9,1.0,Golfo de México,"Golfo de México | el Canal de Panamá | Geopolítica, petróleo y poder: el frente hutí que podría alterar el sistema económico internacional | Canal de Panamá | Golfo de México | El nuevo gigante aéreo del continente: Así es la Ciudad Aeropuerto diseñada para 40 millones de pasajeros | Mapa global de la riqueza: Los países con mayor número y concentración de multimillonarios | Suscríbete a la revista | regístrate a nuestros newsletters",588,https://revistamercado.do/wp-content/uploads/2026/07/¿Cómo-funciona-el-Corredor-Interoceánico-de-México-que-transportó-900-vehículos-en-72-horas-evitando-el-Canal-de-Panamá_-copy.webp,1560.0,Montaje del tren del Corredor Interoceánico del Istmo de Tehuantepec junto a un mapa del sur de México que muestra la ruta ferroviaria entre el Océano Pacífico y el Océano Atlántico.,Andrea Mercedes,Daily News,2026-07-29T12:39:15-04:00,"México, transporte marítimo, no-paywall, Corredor Interoceánico",False,,/money-invest/daily-news/como-funciona-el-corredor-interoceanico-de-mexico-que-transporto-900-vehiculos-en-72-horas-evitando-el-canal-de-panama/,Andrea Mercedes
Clima en República Dominicana: Temperatura llega a 38.5°C y alertan por efectos de onda tropical,Onda tropical y polvo del Sahara elevan el calor en RD,"Conozca el pronóstico del clima en República Dominicana, las provincias con lluvias y las recomendaciones por las altas temperaturas.","El clima enRepública Dominicanaestará marcado este lunes por la combinación deuna débil onda tropical, temperaturas extremas y la presencia de polvo del Sahara. ElInstituto Dominicano de Meteorología (Indomet)informó que los termómetros alcanzaron hasta38.5 grados Celsiusen algunas localidades, mientras se esperan chubascos dispersos y tronadas aisladas durante la tarde.",16,5,¿Dónde se registraron las temperaturas más altas? | Provincias donde la onda tropical provocará lluvias | Recomendaciones por el intenso calor | Condiciones marítimas y vigilancia ciclónica | Persistirá el ambiente caluroso,True,2,"indomet, onda tropical",7,1.0,República Dominicana,"República Dominicana | La caída en bolsa de IBM reabre la mayor duda sobre la inteligencia artificial | incrementos nubosos | EN VIVO | Trayectoria de la tormenta tropical Elida: Siga la ruta, alertas y lluvias en República Dominicana | Tormenta tropical Cristina en el Pacífico: trayectoria, países afectados y si representa peligro para República Dominicana | Suscríbete a la revista | regístrate a nuestros newsletters",396,https://revistamercado.do/wp-content/uploads/2026/07/Clima-en-República-Dominicana-Temperatura-llega-a-38.5°C-y-alertan-por-efectos-de-onda-tropical-copy.webp,1560.0,Representación gráfica tridimensional en tonos anaranjados y cálidos de un mapa del Caribe en relieve que muestra la isla de Santo Domingo marcada con las etiquetas de Haití y República Dominicana sobre la cual ondea una pequeña bandera dominicana mientras en el fondo se aprecia un cielo iluminado por una intensa luz solar junto a los nombres de Cuba Jamaica y Puerto Rico.,Andrea Mercedes,Daily News,2026-07-20T17:15:02-04:00,"no-paywall, indomet, onda tropical",False,,/money-invest/daily-news/clima-republica-dominicana-onda-tropical-temperaturas-altas/,Andrea Mercedes
"Antonio Espaillat, el ‘game changer’ de los medios dominicanos","Antonio Espaillat, el game changer de los medios dominicanos","Para el empresario, la radio y su ecosistema digital llega a miles de personas y todo gira en el valor de lo que propaga.",El volumen es importante si va de la mano de la solidificación del contenido.La radio y su ecosistema digitalllega a miles de personas y todo gira enel valorde lo que propaga.,43,1,Más Mercado,False,8,"Negocios, republica dominicana, ultimas, medios de comunicación, Antonio Espaillat, RCC Grupo de Comunicaciones, Radio Disney, RCC",7,7.0,La radio estrella de Internet,La radio estrella de Internet | La historia que formó a «la leyenda King» | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters | Inicia sesión,733,https://revistamercado.do/wp-content/uploads/2022/04/antonio_espaillat.jpg,1280.0,,revistamercado,Empresas,2022-04-18T06:00:48-04:00,"Negocios, republica dominicana, ultimas, medios de comunicación, Antonio Espaillat, RCC Grupo de Comunicaciones, Radio Disney, RCC",False,,/empresas/antono-espaillat-medios-rd/,revistamercado
Nueva cédula en RD: lo que debes hacer antes de abril para no quedar fuera del sistema,Nueva cédula en República Dominicana: qué hacer antes de abril,"La nueva cédula en República Dominicana inicia en abril de 2026. Conoce qué datos actualizar, documentos necesarios y cómo evitar retrasos.","Elproceso de emisión de la nueva cédula en República Dominicana iniciará en abril. Por lo tanto, las autoridades recomiendan a los ciudadanos verificar y actualizar sus datos personales antes de acudir a los centros donde podr&aacute;n realizar el procedimiento. El objetivo es evitar retrasos o inconsistencias en el sistema.",39,1,Más Mercado,True,4,"slide, Nueva Cédula Dominicana, JCE, Renovación cedula",7,1.0,proceso de emisión de la nueva cédula en República Dominicana iniciará en abril,proceso de emisión de la nueva cédula en República Dominicana iniciará en abril | se llevará a cabo desde abril de 2026 | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters | Inicia sesión,481,https://revistamercado.do/wp-content/uploads/2026/03/Nueva-cédula-en-RD-lo-que-debes-hacer-antes-de-abril-para-no-quedar-fuera-del-sistema-copy.jpg,1560.0,,Andrea Mercedes,Daily News,2026-03-19T17:15:24-04:00,"slide, Nueva Cédula Dominicana, JCE, Renovación cedula",False,,/money-invest/daily-news/nueva-cedula-en-rd-lo-que-debes-hacer-antes-de-abril-para-no-quedar-fuera-del-sistema/,Andrea Mercedes
Adiós al tapón en la 27 de Febrero: Abinader confirma la entrega del esperado túnel de la Plaza de la Bandera,Abinader confirma la apertura del túnel de la Plaza de la Bandera,El Gobierno inaugurará el túnel de la Plaza de la Bandera para reducir los congestionamientos en la avenida 27 de Febrero.,"El presidente Luis Abinader anunció queel túnel de la Plaza de la Banderaserá inaugurado el próximo fin de semana, una obra de infraestructura vial que busca aliviar los tradicionales congestionamientos enla avenida 27 de Febreroy mejorar la entrada alGran Santo Domingodesde la región sur del país.",23,5,¿Cuándo será inaugurado el túnel de la Plaza de la Bandera? | Abinader defiende la inversión en infraestructura | Principales obras que ejecuta el Gobierno | Más proyectos para reducir la congestión vial | Infraestructura para impulsar el desarrollo nacional,True,4,"Infraestructura, movilidad urbana, Plaza de la Bandera, Obras públicas",9,1.0,el túnel de la Plaza de la Bandera,el túnel de la Plaza de la Bandera | modernizar la movilidad urbana | Globant: la startup argentina a la que la FIFA confió la experiencia digital del Mundial 2026 | ¿Qué es la Autopista del Ámbar? Así será la obra que conectará Santiago y Puerto Plata | impactarán el tránsito en el Gran Santo Domingo | el plan de infraestructura | Presupuesto de República Dominicana para 2027: ¿Cuáles serán los sectores prioritarios y qué falta por definir? | Suscríbete a la revista | regístrate a nuestros newsletters,519,https://revistamercado.do/wp-content/uploads/2026/07/Adiós-al-tapón-en-la-27-de-Febrero-Abinader-confirma-la-entrega-del-esperado-túnel-de-la-Plaza-de-la-Bandera.webp,1560.0,Vista aérea panorámica a plena luz del día de una gran rotonda urbana rodeada de edificios residenciales y comerciales árboles verdes y un mar azul de fondo donde se aprecia en primer plano una amplia avenida asfaltada con carriles señalizados y varios vehículos en movimiento que se divide para ingresar a un túnel o paso a desnivel soterrado en el centro del diseño vial.,Andrea Mercedes,Daily News,2026-07-13T16:58:55-04:00,"Infraestructura, movilidad urbana, no-paywall, Plaza de la Bandera, Obras públicas",False,,/money-invest/daily-news/tunel-plaza-bandera-inauguracion-abinader-2/,Andrea Mercedes
Visión Emprendedora 2025: inspiración y reconocimiento al talento dominicano,Visión Emprendedora 2025: inspiración y reconocimiento al talento dominicano,"El evento Visión Emprendedora 2025, organizado por Mercado Events, se consolidó una vez más como una plataforma fundamental para visibilizar el dinamismo del ecosistema emprendedor dominicano. Con un formato ágil,...","Desde la apertura hasta la ceremonia de premiación, el encuentro permitió explorar distintas miradas sobre lo que implica emprender en el contexto actual, y dejó claro que en República Dominicana existe una generación decidida a transformar con creatividad, propósito y estrategia.",24,0,,False,3,"Visión Emprendedora, Emprendedurismo, slide",4,23.0,Suscríbete a la revista,Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,965,https://revistamercado.do/wp-content/uploads/2025/07/Vision-Emprendedora-2025-principal-web-1.0.jpg,1633.0,,Jhojhanni Fiorini,Mercado Events,2025-07-15T20:18:40-04:00,"Visión Emprendedora, Emprendedurismo, slide, no-paywall",False,,/mercado-exchange/vision-emprendedora-2025-inspiracion-y-reconocimiento-al-talento-dominicano/,Jhojhanni Fiorini
El ocaso de Benetton: ¿Cómo pasó de ícono global a víctima del fast fashion?,¿Cómo Benetton pasó de ícono global a víctima del fast fashion?,"La icónica marca de moda United Colors of Benetton ha anunciado su declaración de quiebra, marcando el fin de una era para uno de los grandes","Fundada en 1965 por los hermanos Benetton en Ponzano Veneto, Italia, la marca se convirtió en un fenómeno mundial gracias a su estrategia de colores vibrantes y campañas publicitarias provocativas. Sin embargo, lo que alguna vez fue su sello distintivo no pudo competir con la velocidad del fast fashion y la digitalización del comercio minorista.",40,6,El origen de una crisis anunciada | Factores que precipitaron la quiebra | Una industria en transformación | ¿Cuáles fueron las campañas más icónicas de Benetton? | ¿Qué sigue para Benetton? | Más Mercado,False,7,"moda italiana, Benetton, quiebra Benetton, caída de Benetton, fast fashion, cierre de tiendas Benetton, crisis Benetton",5,18.0,Suscríbete a la revista,Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters | Inicia sesión,970,https://revistamercado.do/wp-content/uploads/2025/01/w-benetton-copy.jpg,1280.0,,Karime Rivas,Executive Profiles,2025-01-30T10:48:26-04:00,"norecents, moda italiana, Benetton, quiebra Benetton, caída de Benetton, fast fashion, cierre de tiendas Benetton, crisis Benetton",False,,/mercado-women/executive-profiles/benetton-en-quiebra/,Karime Rivas
¿Quién va ganando en Perú con el 99.5% de votos contados? Fujimori se acerca a la victoria,"Resultados Perú 2026: Fujimori lidera, pero faltan actas por revisar","Con el 99.5% de votos contados, Keiko Fujimori lidera las elecciones Perú 2026 con más de 43,000 votos de ventaja sobre Roberto Sánchez.","La carrera por laPresidencia de Perúentra en su fase final conKeiko Fujimorial frente del conteo electoral. Con el99.% de los votos contabilizados, la candidata derechista mantiene una ventaja sobre el izquierdista Roberto Sánchez, aunque el resultado definitivo aún depende de la resolución de actas observadas por los organismos electorales.",20,4,Fujimori se acerca a la Presidencia de Perú | Sánchez mantiene cuestionamientos | Protestas en Perú generan alerta por seguridad y movilidad | ¿Cuándo se conocerá al próximo presidente de Perú?,False,3,"Perú, elecciones Perú, Política peruana",10,1.0,Presidencia de Perú,Presidencia de Perú | Oficina Nacional de Procesos Electorales (ONPE) | Elecciones en Colombia y Perú 2026: por qué el PNUD advierte que la democracia latinoamericana está en riesgo | ¿Cuándo se sabrá quién ganó las elecciones en Perú 2026? Esto es lo que falta | Keiko Fujimori | elección peruana de 2026 | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,691,https://revistamercado.do/wp-content/uploads/2026/06/¿Quién-va-ganando-en-Perú-con-el-99.5-de-votos-contados_-Fujimori-se-acerca-a-la-victoria-copy.webp,1560.0,Plano medio en ángulo contrapicado de la candidata presidencial Keiko Fujimori sonriendo con la mirada fija hacia arriba a la izquierda mientras junta sus manos en actitud de aplauso vistiendo un blazer formal azul oscuro sobre una blusa blanca quedando detrás de ella un fondo nocturno con una multitud compacta y desenfocada de personas que levantan las manos y teléfonos móviles destacando del lado izquierdo una bandera blanca con un logotipo circular rojo.,Andrea Mercedes,Daily News,2026-06-19T16:24:00-04:00,"Perú, no-paywall, elecciones Perú, Política peruana",False,,/money-invest/daily-news/quien-va-ganando-en-peru-con-el-99-5-de-votos-contados-fujimori-se-acerca-a-la-victoria/,Andrea Mercedes
"Mutaciones genéticas, un portal directo a la ansiedad","Mutaciones genéticas, un portal directo a la ansiedad","La ciencia ha avanzado en el estudio de los trastornos, como la ansiedad, que se relacionan intrínsecamente con elementos propios del ADN.","La ansiedad es unestado emocional o sentimiento alegórico al miedo y a la preocupaciónque se manifiesta frente a un evento o situación imprevista que acontece en cualquier momento de la vida, en el que la persona presenta signos de desasoiego e incertidumbre.",37,5,¿Qué es la ansiedad? | Estudio con militares veteranos | Fobias simples vs. trastornos de pánico | ¿Cómo saber si corro riesgo personal? | Más Mercado,True,5,"Salud, salud mental, MediHealth, ansiedad, genetica",8,4.0,lecciones sobre el envejecimiento,lecciones sobre el envejecimiento | revista especializada en salud MediHealth | esperanza para las condiciones neurológicas | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters | Inicia sesión,746,https://revistamercado.do/wp-content/uploads/2023/01/thumbnail_Medi-32-33.jpg,1280.0,,Gabriel Rico Albarrán,MediHealth,2023-01-08T16:00:55-04:00,"Salud, salud mental, MediHealth, ansiedad, genetica",False,,/medihealth/mutaciones-geneticas-ansiedad/,Gabriel Rico Albarrán
Yuribell Chez asume la gerencia general de Casas del XVI en medio del auge del turismo de lujo,Yuribell Chez asume la gerencia general de Casas del XVI,"Yuribell Chez asume la gerencia general de Casas del XVI. Analizamos su perfil, la estrategia del hotel y el auge del turismo de lujo en RD.","En la industria hotelera de lujo, los cambios de liderazgo rara vez responden únicamente a una sustitución administrativa. En los establecimientos cuya reputación depende tanto de la excelencia operativa como del valor simbólico de la marca, cada designación representa una declaración sobre el rumbo del negocio. Ese parece ser el caso deCasas del XVI, el hotel boutique de referencia de la Ciudad Colonial de Santo Domingo, que anunció la incorporación deYuribell Chezcomo su nueva gerente general.",22,5,Una trayectoria enfocada en la excelencia operativa | El verdadero desafío: administrar un patrimonio vivo | El crecimiento del lujo boutique en la RD | Continuidad con una visión de largo plazo | Más allá del nombramiento,False,4,"Yuribell Chez, Casas del XVI, hotel boutique, Zona Colonial",4,21.0,Suscríbete a la revista,Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,869,https://revistamercado.do/wp-content/uploads/2026/07/𝗬𝘂𝗿𝗶𝗯𝗲𝗹𝗹-𝗖𝗵𝗲𝘇-01.jpg,1560.0,,Karime Rivas,Executive Profiles,2026-07-15T17:47:34-04:00,"no-paywall, Yuribell Chez, Casas del XVI, hotel boutique, Zona Colonial",False,,/mercado-women/executive-profiles/yuribell-chez-gerencia-de-casas-del-xvi/,Karime Rivas
"Salario de Navidad, cesantía y el nuevo tope del ISR: los 3 cambios laborales clave de la Ley 30 26 en RD","Salario de Navidad, cesantía y el nuevo tope del ISR: los 3 cambios laborales clave de la Ley 30 26 en RD","La entrada en vigencia de la Ley 30 26 en República Dominicana trae modificaciones importantes en materia laboral y tributaria que impactan directamente a trabajadores y empleadores. Dentro del nuevo paquete fiscal, tres cambios...","Estas disposiciones representan ajustes relevantes dentro del sistema tributario dominicano, aunque algunos sectores consideran que todavía existen pendientes, especialmente frente al costo real de vida de los hogares.",26,3,"Salario de Navidad queda fuera del ISR sin importar el monto recibido | Cesantía y asistencia económica reciben nuevo tratamiento fiscal | Nuevo tope de exención del ISR aumenta, pero queda por debajo del costo de vida",False,1,salario,6,5.0,"Los estados de EE.UU. donde el salario rinde más para familias hispanas en 2026, según estudios","Los estados de EE.UU. donde el salario rinde más para familias hispanas en 2026, según estudios | Los países con más petróleo del mundo en 2026 y la paradoja de Venezuela | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters",749,https://revistamercado.do/wp-content/uploads/2026/06/Salario-de-Navidad-cesantia-y-el-nuevo-tope-del-ISR-los-3-cambios-laborales-clave-de-la-Ley-30-26-en-RD-copy.webp,1560.0,,Jhojhanni Fiorini,República Dominicana,2026-06-23T08:35:35-04:00,"salario, no-paywall",False,,/money-invest/daily-news/salario-de-navidad-cesantia-y-el-nuevo-tope-del-isr-los-3-cambios-laborales-clave-de-la-ley-30-26-en-rd/,Jhojhanni Fiorini
Las 10 mejores películas de Tim Burton que debes ver en 2026,Las 10 mejores películas de Tim Burton que debes ver en 2026,"Explora las 10 películas más influyentes de Tim Burton, combinando fantasía, humor y estética sorprendente.","Aunque muchos cinéfilos tienen opiniones distintas sobre cuál es su mejor obra y hay rankings más amplios en internet aquí te presentamoslas 10 películas de Burton que cualquier amante del cine debería ver en 2026, tanto por su influencia como por su capacidad de conectarse con audiencias de todas las generaciones.",39,13,• Beetlejuice (1988) | • Batman (1989) | • Edward Scissorhands (El joven manos de tijera) (1990) | • Ed Wood (1994) | • La leyenda del jinete sin cabeza (Sleepy Hollow) (1999) | • El gran pez (Big Fish) (2003) | • Charlie y la fábrica de chocolates (2005) | • El cadáver de la novia (Corpse Bride) (2005) | • Sweeney Todd: El barbero demoníaco de la calle Fleet (2007) | • Frankenweenie (2012) | ¿Por qué verlas otra vez en 2026? | Un viaje por la imaginación | Más Mercado,False,2,"mejores películas, Tim Burton",8,2.0,"Las 20 mejores películas de la historia, según el público en IMDb","Las 20 mejores películas de la historia, según el público en IMDb | La película es un homenaje a la pasión | Series y películas de Netflix en marzo: Historias que van más allá del entretenimiento | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters | Inicia sesión",757,https://revistamercado.do/wp-content/uploads/2026/02/Las-10-mejores-peliculas-de-Tim-Burton-que-debes-ver-en-2026.jpg,1920.0,Collage con carteles de varias películas dirigidas por Tim Burton.,Elba Reyes,Lifestyle,2026-02-18T10:40:09-04:00,"mejores películas, Tim Burton",False,,/lifestyle/las-10-mejores-peliculas-de-tim-burton-que-debes-ver-en-2026/,Elba Reyes
Bukele tercer mandato El Salvador 2026: Anuncia su precandidatura oficial,¿Por qué Bukele puede buscar un tercer mandato en El Salvador?,Nayib Bukele oficializó su precandidatura para buscar un tercer mandato en El Salvador tras la reforma que permite la reelección indefinida.,"El presidente deEl Salvador,Nayib Bukele, dio un nuevo paso en su carrera política al inscribir oficialmente su precandidatura para buscar un tercer mandato consecutivo en laselecciones generales de 2027. Esta postulación fue anunciada por el partido oficialistaNuevas Ideas (NI), luego de la reforma constitucional aprobada en 2025 que permite la reelección presidencial indefinida.",21,4,¿Qué implica la precandidatura de Bukele para un tercer mandato? | Reforma constitucional abrió la puerta a la reelección indefinida | Bukele mantiene altos niveles de popularidad | ¿Cuándo serán las elecciones en El Salvador?,True,4,"El Salvador, Nayib Bukele, elecciones presidenciales, reforma constitucional",8,1.0,Nayib Bukele,"Nayib Bukele | La solidaridad no evita las tragedias. Sí cambia la historia que se escribe después de ellas. | El Salvador acumula 6,206 bitcoines pese a advertencias del FMI | Bukele | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters",644,https://revistamercado.do/wp-content/uploads/2026/06/Bukele-tercer-mandato-El-Salvador-2026-Anuncia-su-precandidatura-oficial.webp,1560.0,Fotografía en plano medio del presidente de El Salvador Nayib Bukele vistiendo un saco oscuro camisa blanca abierta y un pañuelo rojo en el bolsillo superior izquierdo mientras levanta su mano derecha señalando hacia el frente durante un discurso ante micrófonos con la bandera salvadoreña difuminada al fondo.,Andrea Mercedes,Daily News,2026-06-30T16:54:59-04:00,"El Salvador, Nayib Bukele, elecciones presidenciales, no-paywall, reforma constitucional",False,,/money-invest/daily-news/bukele-tercer-mandato-el-salvador-2026-anuncia-su-precandidatura-oficial/,Andrea Mercedes
"República Dominicana apuesta más de RD$ 9,000 millones para convertir a Santo Domingo 2026 en un referente deportivo","República Dominicana apuesta más de RD$ 9,000 millones para convertir a Santo Domingo 2026 en un referente deportivo","República Dominicana destina más de RD$9,000 millones para organizar los Juegos Centroamericanos y del Caribe Santo Domingo 2026.","El Gobierno dominicano y el Comité Organizador informaron que la organización del certamen ha requerido una inversión superior aRD$9,000 millones, equivalente a aproximadamenteUS$154.2 millones, recursos destinados principalmente a la modernización de la infraestructura deportiva y a la preparación de la delegación nacional.",28,3,"La mayor inversión se concentra en infraestructura deportiva | El Gobierno apuesta por un legado que trascienda los Juegos | Impacto económico, turismo y una vitrina internacional para República Dominicana",False,4,"Santo Domingo 2026, noticias-economicas-RD, inversion-deportiva-rd, juegos-centroamericanos-2026",6,4.0,Los deportes donde República Dominicana tiene más opciones de ganar medallas en Santo Domingo 2026,Los deportes donde República Dominicana tiene más opciones de ganar medallas en Santo Domingo 2026 | República Dominicana queda a dos medallas de una marca histórica en Santo Domingo 2026 | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,847,https://revistamercado.do/wp-content/uploads/2026/07/Cierres-de-calles-por-Santo-Domingo-2026-Guia-para-evitar-el-transito-en-el-Centro-Olimpico-copy.webp,1560.0,Vista aérea de Santo Domingo con un complejo deportivo de techo naranja y el logo de los Juegos Centroamericanos y del Caribe 2026.,Jhojhanni Fiorini,Finanzas,2026-07-24T10:58:48-04:00,"no-paywall, Santo Domingo 2026, noticias-economicas-RD, inversion-deportiva-rd, juegos-centroamericanos-2026",False,,/market-brief/finanzas/republica-dominicana-apuesta-mas-de-rd-9000-millones-para-convertir-a-santo-domingo-2026-en-un-referente-deportivo/,Jhojhanni Fiorini
Resultados de Leidsa del sábado 16 de mayo de 2026,Resultados de Leidsa del sábado 16 de mayo de 2026,"Consulta los resultados oficiales de Leidsa del sábado 16 de mayo de 2026, incluyendo Loto, Loto Más, Quiniela y Súper Más.","El Loto Más volvió a concentrarla atención de miles de jugadoresen República Dominicana tras el sorteo realizado estesábado 16 de mayo de 2026, debido a que se mantiene como uno de los juegos complementarios con mayor interés económico dentro de la oferta de laLotería Electrónica Internacional Dominicana (Leidsa).",16,4,Número ganador del Loto Más del 16 de mayo | Resultados completos de Leidsa este sábado | ¿Por qué el Loto Más genera mayor expectativa? | Cuándo se realizan los sorteos de Leidsa,True,2,"lotería, resultados de lotería",5,1.0,la atención de miles de jugadores,la atención de miles de jugadores | Suscríbete a la revista | regístrate a nuestros newsletters | Suscríbete a la revista | regístrate a nuestros newsletters,302,https://revistamercado.do/wp-content/uploads/2026/05/Resultados-de-la-Loto-Loteria-Nacional-y-Leidsa-sabado-5-de-marzo-2022.jpg,1138.0,Primer plano de varios bolos blancos con números negros flotando sobre un fondo azul difuminado.,Andrea Mercedes,Actualidad,2026-05-17T10:18:48-04:00,"norecents, no-paywall, lotería, resultados de lotería",False,,/actualidad/resultados-de-leidsa-del-sabado-16-de-mayo-de-2026/,Andrea Mercedes
