autor,titulo,seccion,fecha,es_sindicado,error,ruta,vistas
Elba Reyes,Precio del dólar hoy en República Dominicana este viernes 24 de julio de 2026,república dominicana,2026-07-24T08:56:18-04:00,False,,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-viernes-24-de-julio-de-2026/,185
Elba Reyes,Señales que indican que alguien accedió a tu WhatsApp y cómo proteger tu cuenta,technology,2026-01-20T16:53:18-04:00,False,,/technology/senales-que-indican-que-alguien-accedio-a-tu-whatsapp-y-como-proteger-tu-cuenta/,184
Andrea Mercedes,¿Qué pasará con los verifones en las estaciones de combustibles? Anadegas mantiene los pagos con tarjeta,daily news,2026-07-06T09:55:55-04:00,False,,/money-invest/daily-news/que-pasara-con-los-verifones-en-las-estaciones-de-combustibles-anadegas-mantiene-los-pagos-con-tarjeta/,183
Jhojhanni Fiorini,"Partidos de hoy, lunes 27 de julio del 2026 EN VIVO: horarios y dónde ver fútbol",actualidad,2026-07-27T09:22:07-04:00,False,,/actualidad/partidos-de-hoy-lunes-27-de-julio-del-2026-en-vivo-horarios-y-donde-ver-futbol/,183
Jhojhanni Fiorini,¿Cuál es el olor que ahuyenta a las ratas y los ratones de su casa?,salud,2026-03-19T13:20:09-04:00,False,,/medihealth/salud/cual-es-el-olor-que-ahuyenta-a-las-ratas-y-los-ratones-de-su-casa/,182
Andrea Mercedes,Mundial 2026: La predicción de Goldman Sachs para el Mundial: El algoritmo que adivinó el título de España,sport business,2026-07-20T13:05:36-04:00,False,,/money-invest/daily-news/prediccion-goldman-sachs-mundial-2026-espana/,182
Jhojhanni Fiorini,Los países más endeudados de América Latina en 2026: quién lidera la crisis,money invest,2026-04-16T10:00:45-04:00,False,,/money-invest/los-paises-mas-endeudados-de-america-latina-en-2026-quien-lidera-la-crisis/,182
Ana Sosa,¿Qué convirtió un asiento de Wimbledon en un símbolo de estatus?,lifestyle,2026-07-04T06:00:12-04:00,True,,/lifestyle/que-convirtio-un-asiento-de-wimbledon-en-un-simbolo-de-estatus/,181
Elba Reyes,Precio del dólar hoy en República Dominicana este martes 14 de julio de 2026,república dominicana,2026-07-14T08:41:16-04:00,False,,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-martes-14-de-julio-de-2026/,181
Ana Sosa,¿Por qué algunos países atraen inversiones que otros no logran captar?,business,2026-07-03T06:00:46-04:00,True,,/business/por-que-algunos-paises-consiguen-atraer-inversiones-que-otros-con-incentivos-similares-no-logran-captar/,180
Andrea Mercedes,"Los países que más ganarán con el Mundial 2026: turismo, TV y negocios en cifras",sport business,2026-06-08T16:44:59-04:00,False,,/money-invest/daily-news/los-paises-que-mas-ganaran-con-el-mundial-2026-turismo-tv-y-negocios-en-cifras/,179
Ana Sosa,¿Por qué América Latina produce tantos unicornios?,business,2026-07-02T05:42:42-04:00,True,,/business/por-que-america-latina-produce-tantos-unicornios/,179
Ana Sosa,Globant: la startup argentina a la que la FIFA confió la experiencia digital del Mundial 2026,business,2026-07-10T06:00:51-04:00,True,,/business/globant-la-startup-argentina-a-la-que-la-fifa-confio-la-experiencia-digital-del-mundial-2026/,179
Ana Sosa,El caso KitKat: cómo Nestlé convirtió un robo en una campaña premiada en Cannes Lions,business,2026-07-20T10:42:49-04:00,True,,/business/el-caso-kitkat-como-nestle-convirtio-un-robo-en-una-campana-premiada-en-cannes-lions/,179
Elba Reyes,¿Quién ganará el Mundial 2026? El economista que nunca falla revela a su favorito.,actualidad,2026-05-28T17:36:14-04:00,False,,/actualidad/quien-ganara-el-mundial-2026-el-economista-que-nunca-falla-revela-a-su-favorito/,177
Elba Reyes,El Testigo: así nació el medio dominicano que investiga con inteligencia artificial,cover story,2026-07-28T06:00:38-04:00,False,,/cover-story/el-testigo-asi-nacio-el-medio-dominicano-que-investiga-con-inteligencia-artificial/,177
Elba Reyes,Resultados de Leidsa del sábado 30 de mayo de 2026,actualidad,2026-05-31T07:07:42-04:00,False,,/actualidad/resultados-de-leidsa-del-sabado-30-de-mayo-de-2026/,176
Andrea Mercedes,¿Cómo avanza la transformación de la Policía? Faride Raful responde a las críticas de la oposición,daily news,2026-07-14T17:25:20-04:00,False,,/money-invest/daily-news/reforma-policial-republica-dominicana-faride-raful/,176
Elba Reyes,WhatsApp te delata: así sabrán cuándo usas la app sin abrir chats,technology,2026-04-01T17:40:42-04:00,False,,/technology/whatsapp-te-delata-asi-sabran-cuando-usas-la-app-sin-abrir-chats/,176
Agatha Thomas,"Estas son las carreras universitarias más difíciles, según la Universidad de Oxford",empresas,2026-02-02T09:56:27-04:00,False,,/empresas/estas-son-las-carreras-universitarias-mas-dificiles-segun-la-universidad-de-oxford/,175
Andrea Mercedes,¿Cuáles son los cambios que proponen para el Código Penal dominicano en el Congreso?,daily news,2026-07-13T15:38:55-04:00,False,,/money-invest/daily-news/reforma-policial-rd-cambios-senado/,174
Andrea Mercedes,Resultados de Leidsa del miércoles 6 de mayo de 2026,actualidad,2026-05-07T09:22:42-04:00,False,,/actualidad/resultados-de-leidsa-del-miercoles-6-de-mayo-de-2026/,173
Elba Reyes,El truco del vinagre para saber si tus joyas son de oro auténtico,actualidad,2026-05-06T17:04:04-04:00,False,,/actualidad/el-truco-del-vinagre-para-saber-si-tus-joyas-son-de-oro-autentico/,173
Elba Reyes,Las 10 marcas de bebidas más valiosas del mundo en 2026: Coca-Cola lidera y sorprende el ranking,empresas,2026-02-17T16:00:56-04:00,False,,/empresas/las-10-marcas-de-bebidas-mas-valiosas-del-mundo-en-2026-coca-cola-lidera-y-sorprende-el-ranking/,172
Ana Sosa,Las ciudades que siguen dominando el turismo global en 2026,viajes,2026-05-09T07:00:56-04:00,False,,/lifestyle/viajes/las-ciudades-que-siguen-dominando-el-turismo-global-en-2026/,172
Elba Reyes,Ranking: Las mujeres más poderosas del mundo en 2026,mercado women,2026-01-02T15:45:30-04:00,False,,/mercado-women/ranking-las-mujeres-mas-poderosas-del-mundo-en-2026/,172
Andrea Mercedes,Exigen la renuncia de Gianni Infantino y piden cancelar el Mundial de Clubes,sport business,2026-07-22T16:54:56-04:00,False,,/money-invest/daily-news/javier-tebas-pide-renuncia-gianni-infantino-fifa/,172
Edwin Lozada,"Juegos Centroamericanos Santo Domingo 2026: agenda de hoy, viernes 31 de julio",sport business,2026-07-31T09:54:38-04:00,False,,/empresas/sport-business/juegos-centroamericanos-santo-domingo-2026-dominicanos-que-compiten-hoy-jueves-31-de-julio-de-2026/,171
Jhojhanni Fiorini,¿Dónde trabajar en el extranjero en 2026? Los 10 países con mejores salarios,empresas,2026-02-14T09:33:35-04:00,False,,/empresas/donde-trabajar-en-el-extranjero-en-2026-los-10-paises-con-mejores-salarios/,171
Andrea Mercedes,Resultados de Leidsa del miércoles 3 de junio de 2026,actualidad,2026-06-04T08:45:28-04:00,False,,/actualidad/resultados-de-leidsa-del-miercoles-3-de-junio-de-2026-2/,171
Andrea Mercedes,Resultados de Leidsa del miércoles 27 de mayo de 2026,actualidad,2026-05-28T08:42:52-04:00,False,,/actualidad/resultados-de-leidsa-del-miercoles-27-de-mayo-de-2026/,171
Elba Reyes,Copa del Mundo FIFA 2026: de qué está hecha y cuánto vale el trofeo más famoso del fútbol,lifestyle,2026-06-16T15:10:14-04:00,False,,/lifestyle/copa-del-mundo-fifa-2026-de-que-esta-hecha-y-cuanto-vale-el-trofeo-mas-famoso-del-futbol/,170
Elba Reyes,Cómo ver el Mundial 2026 en vivo: canales oficiales para ver los 104 partidos desde cualquier país,sport business,2026-06-10T16:56:27-04:00,False,,/empresas/sport-business/como-ver-el-mundial-2026-en-vivo-canales-oficiales-para-ver-los-104-partidos-desde-cualquier-pais/,169
Andrea Mercedes,Funeral del Líder Supremo de Irán: Clamor de venganza enciende alarmas globales,daily news,2026-07-06T17:53:18-04:00,False,,/money-invest/daily-news/funeral-del-lider-supremo-de-iran-clamor-de-venganza-enciende-alarmas-globales/,169
Andrea Mercedes,Fallo histórico en RD: El Tribunal Constitucional anula el decreto que regulaba la venta de bebidas alcohólicas,daily news,2026-07-29T16:44:03-04:00,False,,/money-invest/daily-news/fallo-historico-en-rd-el-tribunal-constitucional-anula-el-decreto-que-regulaba-la-venta-de-bebidas-alcoholicas/,169
Jhojhanni Fiorini,Resultados de la lotería nacional de este viernes 16 de mayo de 2026,actualidad,2026-05-17T08:19:05-04:00,False,,/actualidad/resultados-de-la-loteria-nacional-de-este-viernes-16-de-mayo-de-2026/,169
Gabriel Rico Albarrán,"Héctor José Rizek Sued, empresario, mecenas y representante cultural de República Dominicana",empresas,2026-07-13T04:30:23-04:00,False,,/empresas/hector-jose-rizek-sued-empresario-mecenas-y-representante-cultural-de-republica-dominicana/,169
Edwin Lozada,¿Tiene escena postcréditos &#8216;Spider-Man: Brand New Day&#8217;? Esto revela el final de la película,actualidad,2026-07-29T13:13:15-04:00,False,,/actualidad/tiene-escena-postcreditos-spider-man-brand-new-day-explicacion-final/,169
Elba Reyes,Un truco para tener todos los partidos del Mundial 2026 en tu calendario de Google,devices,2026-06-09T15:36:31-04:00,False,,/technology/devices/un-truco-para-tener-todos-los-partidos-del-mundial-2026-en-tu-calendario-de-google/,168
SIN_AUTOR,,,,False,,/products/mercado-region-este/,168
Jhojhanni Fiorini,¿Conviene comprar o mantener acciones de Amazon antes de la presentación de sus resultados trimestrales?,empresas,2026-07-29T12:21:26-04:00,False,,/empresas/conviene-comprar-o-mantener-acciones-de-amazon-antes-de-la-presentacion-de-sus-resultados-trimestrales/,167
Elba Reyes,No tires tu dinero: Los únicos teléfonos de Samsung que realmente vale la pena comprar en 2026,devices,2026-07-07T14:50:18-04:00,False,,/technology/devices/no-tires-tu-dinero-los-unicos-telefonos-de-samsung-que-realmente-vale-la-pena-comprar-en-2026/,167
Rodrigo Muñoz,Microsoft integrará AMD Helios en Azure para impulsar la inteligencia artificial y competir con Nvidia,technology,2026-07-21T12:21:48-04:00,False,,/technology/microsoft-integrara-amd-helios-en-azure-para-impulsar-la-inteligencia-artificial-y-competir-con-nvidia/,167
Miguel Vega,"José Miguel González Cuadra, el «Jumbo Empresario»",empresas,2026-06-09T07:14:36-04:00,False,,/empresas/jose-miguel-gonzalez-cuadra-el-empresario-que-hizo-de-jumbo-algo-mas-que-una-palabra/,167
Jhojhanni Fiorini,"Países con mejor y peor reputación internacional en 2026, según el ranking RepCore Nations",internacional,2026-06-25T10:18:23-04:00,False,,/money-invest/internacional-economia/paises-con-mejor-y-peor-reputacion-internacional-en-2026-segun-el-ranking-repcore-nations/,167
Elba Reyes,Cerca de RD: ¿Cuándo y dónde se celebrará la final de Miss Universo 2026?,actualidad,2026-07-23T17:02:33-04:00,False,,/actualidad/cerca-de-rd-cuando-y-donde-se-celebrara-la-final-de-miss-universo-2026/,166
SIN_AUTOR,,,,False,,/products/mercado-region-norte/,166
Darling Gil,La revolución humana,brand content,2026-07-08T12:08:33-04:00,False,,/empresas/brand-content/la-revolucion-humana/,165
Elba Reyes,¿Cómo sacar el pasaporte dominicano por primera vez en 2026? Guía y requisitos,actualidad,2026-05-18T14:22:29-04:00,False,,/actualidad/como-sacar-el-pasaporte-dominicano-por-primera-vez-en-2026-guia-y-requisitos/,164
Andrea Mercedes,Resultados de Leidsa del miércoles 10 de junio de 2026,actualidad,2026-06-11T08:15:22-04:00,False,,/actualidad/resultados-de-leidsa-del-miercoles-10-de-junio-de-2026/,164
Elba Reyes,“Nadie nos regala nada”: La polémica frase de Lionel Messi tras clasificar a la final del Mundial,sport business,2026-07-16T11:41:45-04:00,False,,/empresas/sport-business/nadie-nos-regala-nada-la-polemica-frase-de-lionel-messi-tras-clasificar-a-la-final-del-mundial/,164
Elba Reyes,Qué datos guarda realmente el chip de la nueva cédula  en RD tras los rumores sobre donación de órganos,daily news,2026-04-20T16:48:24-04:00,False,,/money-invest/daily-news/que-datos-guarda-realmente-el-chip-de-la-nueva-cedula-en-rd-tras-los-rumores-sobre-donacion-de-organos/,164
Andrea Mercedes,¿Qué está pasando en la frontera de Ceuta entre España y Marruecos por la llegada de migrantes?,daily news,2026-07-31T11:03:51-04:00,False,,/money-invest/daily-news/que-esta-pasando-en-la-frontera-de-ceuta-entre-espana-y-marruecos-por-la-llegada-de-migrantes/,164
Elba Reyes,Conciertos en República Dominicana: La cartelera de shows que no te puedes perder este fin de semana,experiencias,2026-07-17T18:12:54-04:00,False,,/lifestyle/experiencias/conciertos-en-republica-dominicana-la-cartelera-de-shows-que-no-te-puedes-perder-este-fin-de-semana/,163
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/empresas/prueba-desarrollo-5-enganos-nutricionales-en-tiktok-lo-que-debes-saber-para-no-caer-en-la-trampa/,/empresas/prueba-desarrollo-5-enganos-nutricionales-en-tiktok-lo-que-debes-saber-para-no-caer-en-la-trampa/,162
Darling Gil,Mejores Empresas para Trabajar Región Norte 2026: el nuevo epicentro del liderazgo humano en la era de la IA,mercado events,2026-07-02T07:43:14-04:00,False,,/mercado-exchange/mejores-empresas-para-trabajar-region-norte-2026-el-nuevo-epicentro-del-liderazgo-humano-en-la-era-de-la-ia/,162
Ana Sosa,¿Qué cambió en Perú para que Keiko Fujimori ganara la presidencia en su cuarto intento?,política,2026-07-01T05:46:33-04:00,True,,/politica/que-cambio-en-peru-para-que-keiko-fujimori-ganara-la-presidencia-en-su-cuarto-intento/,162
Andrea Mercedes,¿Cuándo se inaugura el paso a desnivel de la Plaza de la Bandera? Fecha clave para el tránsito de Santo Domingo,daily news,2026-07-16T16:48:31-04:00,False,,/money-invest/daily-news/inauguracion-paso-desnivel-plaza-bandera/,161
Jhojhanni Fiorini,Apple elimina el negro en el iPhone 18 Pro: estos serían los nuevos colores,technology,2026-04-07T11:33:39-04:00,False,,/technology/apple-elimina-el-negro-en-el-iphone-18-pro-estos-serian-los-nuevos-colores/,161
Andrea Mercedes,¿Dónde será la final del Mundial 2026? Fecha y estadio confirmado,sport business,2026-06-10T15:18:38-04:00,False,,/money-invest/daily-news/donde-sera-la-final-del-mundial-2026-fecha-y-estadio-confirmado/,161
Elba Reyes,¿Cuántos entrenadores han sido despedidos o renunciaron en el Mundial 2026?,sport business,2026-07-07T13:55:44-04:00,False,,/empresas/sport-business/cuantos-entrenadores-han-sido-despedidos-o-renunciaron-en-el-mundial-2026/,161
Jhojhanni Fiorini,Cesantía laboral en RD: cuánto te corresponde según tu salario y antigüedad,república dominicana,2026-02-10T13:06:00-04:00,False,,/money-invest/republica-dominicana/cesantia-laboral-en-rd-cuanto-te-corresponde-segun-tu-salario-y-antiguedad/,160
Andrea Mercedes,"Desaparecidos por el terremoto en Venezuela 2026: La ONU estima más de 50,000 bajo los escombros",daily news,2026-06-29T09:16:45-04:00,False,,/money-invest/daily-news/desaparecidos-por-el-terremoto-en-venezuela-2026-la-onu-estima-mas-de-50000-bajo-los-escombros/,160
Andrea Mercedes,"Cedulación en RD: horarios extendidos, centros 24 horas y cómo funciona el proceso",daily news,2026-03-24T12:19:16-04:00,False,,/money-invest/daily-news/cedulacion-en-rd-horarios-centros-24-horas-y-como-sacar-tu-cedula-rapido/,160
Jhojhanni Fiorini,"Lista de aranceles de Trump: los 60 países afectados, las tarifas impuestas y el impacto en RD",internacional,2026-07-24T11:21:37-04:00,False,,/money-invest/daily-news/lista-de-aranceles-de-trump-los-60-paises-afectados-las-tarifas-impuestas-y-el-impacto-en-rd/,159
Gabriel Rico Albarrán,Mercado Media Network estrena su primer AutoShow en un mismo escenario con Visión Emprendedora 2026,daily news,2026-07-14T11:15:26-04:00,False,,/mercado-exchange/mercado-media-network-estrena-su-primer-autoshow-en-un-mismo-escenario-con-vision-emprendedora-2026/,159
Rodrigo Muñoz,Ranking: Países más competitivos de América Latina en 2025,money invest,2025-07-16T13:56:26-04:00,False,,/money-invest/ranking-paises-mas-competitivos-de-america-latina-en-2025/,159
Jhojhanni Fiorini,Dólar en República Dominicana hoy 09 de julio de 2026: esta es la tasa oficial de compra y venta,actualidad,2026-07-09T09:57:25-04:00,False,,/actualidad/dolar-en-republica-dominicana-hoy-09-de-julio-de-2026-esta-es-la-tasa-oficial-de-compra-y-venta/,158
Elba Reyes,"Conciertos en República Dominicana este fin de semana: artistas, fechas y escenarios",experiencias,2026-07-23T11:33:59-04:00,False,,/lifestyle/experiencias/conciertos-en-republica-dominicana-este-fin-de-semana-artistas-fechas-y-escenarios/,158
Elba Reyes,Precio del dólar hoy en República Dominicana este viernes 10 de julio de 2026,república dominicana,2026-07-10T08:51:19-04:00,False,,/money-invest/republica-dominicana/precio-del-dolar-hoy-en-republica-dominicana-este-viernes-10-de-julio-de-2026/,157
Rodrigo Muñoz,Ranking: Las 10 empresas con más empleados en el mundo en 2025,empresas,2025-08-11T15:45:41-04:00,False,,/empresas/ranking-las-10-empresas-con-mas-empleados-en-el-mundo-en-2025/,157
Elba Reyes,Tráiler de Avengers: Doomsday: ¿Qué personajes vuelven al UCM en el impactante tráiler de la nueva película de Los Vengadores?,actualidad,2026-07-20T10:43:34-04:00,False,,/actualidad/trailer-de-avengers-doomsday-que-personajes-vuelven-al-ucm-en-el-impactante-trailer-de-la-nueva-pelicula-de-los-vengadores/,157
Andrea Mercedes,Conflicto diplomático con Managua: Nicaragua arremete contra la postura de República Dominicana,daily news,2026-07-27T17:53:27-04:00,False,,/money-invest/daily-news/conflicto-diplomatico-nicaragua-republica-dominicana/,156
Andrea Mercedes,EE. UU. fija para 2027 el juicio contra Nicolás Maduro tras audiencia en tribunal federal,daily news,2026-07-23T11:50:30-04:00,False,,/money-invest/daily-news/juicio-contra-nicolas-maduro-eeuu-junio-2027-3/,156
Karime Rivas,El nuevo rumbo de los «Bengals» de Cincinnati en manos de las hermanas Blackburn,mercado women,2023-06-05T16:47:19-04:00,False,,/mercado-women/bengals-de-cincinnati-hermanas-blackburn/,156
Rodrigo Muñoz,"China lanza Kimi K3, la IA de código abierto que desafía a ChatGPT y Claude",artificial intelligence,2026-07-20T15:37:35-04:00,False,,/technology/artificial-intelligence/china-lanza-kimi-k3-la-ia-de-codigo-abierto-que-desafia-a-chatgpt-y-claude/,155
Andrea Mercedes,¿Por qué colapsaron las viviendas públicas en Venezuela tras el terremoto?,daily news,2026-07-06T15:48:23-04:00,False,,/money-invest/daily-news/por-que-colapsaron-las-viviendas-publicas-en-venezuela-tras-el-terremoto/,155
Elba Reyes,«Spider-Man: Un nuevo día» aprueba en Rotten Tomatoes: Qué dice la crítica sobre el filme de Tom Holland,actualidad,2026-07-29T15:00:59-04:00,False,,/actualidad/spider-man-un-nuevo-dia-aprueba-en-rotten-tomatoes-que-dice-la-critica-sobre-el-filme-de-tom-holland/,155
Jhojhanni Fiorini,"Partidos de hoy, miércoles 29 de julio del 2026 EN VIVO: horarios y dónde ver fútbol",actualidad,2026-07-29T08:16:09-04:00,False,,/actualidad/partidos-de-hoy-miercoles-29-de-julio-del-2026-en-vivo-horarios-y-donde-ver-futbol/,155
Elba Reyes,Resultados de la Lotería Quiniela Real del jueves 2 julio de 2026,actualidad,2026-07-03T08:58:26-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-jueves-2-julio-de-2026/,155
Elba Reyes,¿Qué es un doblete sísmico y por qué el terremoto de Venezuela fue tan destructivo?,daily news,2026-06-25T13:07:09-04:00,False,,/money-invest/daily-news/que-es-un-doblete-sismico-y-por-que-el-terremoto-de-venezuela-fue-tan-destructivo/,154
Elba Reyes,Resultados de la Lotería Quiniela Real del domingo 19 julio de 2026,actualidad,2026-07-20T09:00:57-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-domingo-19-julio-de-2026/,154
Ana Sosa,Betterfly y los GLP-1: el mercado de US$307.000 millones que un unicornio latinoamericano anticipó antes que nadie,empresas,2026-07-08T06:00:17-04:00,True,,/empresas/betterfly-y-los-glp-1-el-mercado-de-us307-000-millones-que-un-unicornio-latinoamericano-anticipo-antes-que-nadie/,154
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/empresas/cuales-son-las-familias-mas-ricas-y-poderosas-de-la-republica-dominicana/,/empresas/cuales-son-las-familias-mas-ricas-y-poderosas-de-la-republica-dominicana/,153
Elba Reyes,Poder del pasaporte de RD en 2026: Lista de países que no exigen visa a dominicanos,viajes,2026-07-27T13:13:54-04:00,False,,/lifestyle/viajes/poder-del-pasaporte-de-rd-en-2026-lista-de-paises-que-no-exigen-visa-a-dominicanos/,153
Rodrigo Muñoz,Ranking: Países con mayor deuda externa en América Latina 2025,money invest,2025-08-19T17:54:17-04:00,False,,/money-invest/ranking-paises-con-mayor-deuda-externa-en-america-latina-2025/,153
Jhojhanni Fiorini,Resultados de la lotería de este lunes 25 de mayo de 2026,actualidad,2026-05-26T09:06:02-04:00,False,,/actualidad/resultados-de-la-loteria-del-25-de-mayo-2026-numeros-ganadores-de-nacional-leidsa-loteka-y-mas/,153
Elba Reyes,Resultados de la Lotería Quiniela Real del martes 7 julio de 2026,actualidad,2026-07-08T08:59:42-04:00,False,,/actualidad/resultados-de-la-loteria-quiniela-real-del-martes-7-julio-de-2026/,152
Andrea Mercedes,El costo de vivir en RD subió: cuánto más gasta una familia dominicana cada mes en 2026,daily news,2026-06-16T12:17:29-04:00,False,,/money-invest/daily-news/el-costo-de-vivir-en-rd-subio-cuanto-mas-gasta-una-familia-dominicana-cada-mes-en-2026/,152
Jhojhanni Fiorini,Ranking 2026 de los países con más submarinos nucleares,internacional,2026-02-10T10:37:44-04:00,False,,/money-invest/internacional-economia/ranking-2026-de-los-paises-con-mas-submarinos-nucleares/,152
Andrea Mercedes,Tragedia por los terremotos en Venezuela: La cifra de víctimas mortales supera las 5000 personas,daily news,2026-07-20T15:40:00-04:00,False,,/money-invest/daily-news/terremotos-venezuela-victimas-mortales-rescate/,152
Jhojhanni Fiorini,Resultados de la lotería nacional del domingo 3 de mayo de 2026,actualidad,2026-05-04T08:18:52-04:00,False,,/actualidad/resultados-de-la-loteria-nacional-del-domingo-3-de-mayo-de-2026/,152
Elba Reyes,¿Cuánto tiempo duran las nuevas cédulas en República Dominicana? Así cambia la vigencia según tu edad,daily news,2026-04-27T16:49:06-04:00,False,,/money-invest/daily-news/cuanto-tiempo-duran-las-nuevas-cedulas-en-republica-dominicana-asi-cambia-la-vigencia-segun-tu-edad/,152
Andrea Mercedes,¿Qué establece el Decreto 502-26 y cómo impactará las importaciones en RD?,daily news,2026-07-27T09:48:36-04:00,False,,/money-invest/daily-news/decreto-502-26-impacto-importaciones-rd/,151
Elba Reyes,¿Qué tan grave es la lesión de Junior Caminero? Resultados de los estudios médicos tras el pelotazo de 98 mph,actualidad,2026-07-15T16:02:01-04:00,False,,/actualidad/que-tan-grave-es-la-lesion-de-junior-caminero-resultados-de-los-estudios-medicos-tras-el-pelotazo-de-98-mph/,151
Andrea Mercedes,Nominaciones a los Premios Emmy 2026: Lista completa de las series nominadas en las categorías principales,daily news,2026-07-09T12:11:07-04:00,False,,/money-invest/daily-news/nominaciones-a-los-premios-emmy-2026-lista-completa-de-las-series-nominadas-en-las-categorias-principales/,150
Andrea Mercedes,Seis meses sin elecciones en Venezuela: terremotos y crisis consolidan la incertidumbre política,daily news,2026-07-06T13:06:58-04:00,False,,/money-invest/daily-news/seis-meses-sin-elecciones-en-venezuela-terremotos-y-crisis-consolidan-la-incertidumbre-politica/,150
Elba Reyes,Los 10 mejores hoteles del mundo: El exclusivo rincón de Latinoamérica que conquistó el ranking,hoteles,2026-07-21T16:32:18-04:00,False,,/lifestyle/experiencias/los-10-mejores-hoteles-del-mundo-el-exclusivo-rincon-de-latinoamerica-que-conquisto-el-ranking/,149
Karime Rivas,Latinoamérica lidera el crecimiento de la industria cosmética: las cifras que explican el fenómeno en 2026,career,2026-07-06T10:50:10-04:00,False,,/mercado-women/career/latinoamerica-industria-cosmetica/,149
Ana Sosa,"Francia vs. Inglaterra, Copa del Mundo 2026: qué sigue en juego en el partido por el tercer lugar",sport business,2026-07-18T07:00:25-04:00,True,,/empresas/sport-business/francia-vs-inglaterra-copa-del-mundo-2026-que-sigue-en-juego-en-el-partido-por-el-tercer-lugar/,149
Andrea Mercedes,Apagones en República Dominicana empeoran con el calor: interrupciones aumentaron hasta 20 veces al mes en 2026,noticias rd,2026-06-09T17:31:45-04:00,False,,/actualidad/apagones-en-republica-dominicana-empeoran-con-el-calor-interrupciones-aumentaron-hasta-20-veces-al-mes-en-2026/,149
Elba Reyes,WhatsApp : Cómo chatear con alguien sin agregar su número de teléfono.,devices,2026-06-02T17:38:28-04:00,False,,/technology/devices/whatsapp-como-chatear-con-alguien-sin-agregar-su-numero-de-telefono/,148
Jhojhanni Fiorini,Resultados de la lotería nacional del domingo 26 de abril de 2026,actualidad,2026-04-27T08:53:50-04:00,False,,/actualidad/resultados-de-la-loteria-nacional-del-domingo-26-de-abril-de-2026/,148
Agatha Thomas,WhatsApp deja de funcionar en estos iPhone en 2026: lista de modelos sin soporte,technology,2026-01-30T11:27:21-04:00,False,,/technology/whatsapp-deja-de-funcionar-en-estos-iphone-en-2026-lista-de-modelos-sin-soporte/,148
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/dining-out/the-best-of-la-zona-colonial-top-6-restaurantes-2025/,/dining-out/the-best-of-la-zona-colonial-top-6-restaurantes-2025/,148
Karime Rivas,La basura de la boda de Taylor Swift se vende por US$25: así nació el insólito negocio,trends,2026-07-17T10:48:34-04:00,False,,/mercado-women/trends/basura-de-la-boda-de-taylor-swift-se-vende/,148
Jhojhanni Fiorini,Los 10 millonarios más ricos de Latinoamérica en 2026: Así marchan sus fortunas a mitad de año,empresas,2026-06-24T08:52:46-04:00,False,,/empresas/los-10-millonarios-mas-ricos-de-latinoamerica-en-2026-asi-marchan-sus-fortunas-a-mitad-de-ano/,148
Darling Gil,"Ciencia, innovación y atención personalizada en medicina estética",salud,2026-08-03T15:30:20-04:00,False,,/empresas/ciencia-innovacion-y-atencion-personalizada-en-medicina-estetica/,148
SIN_AUTOR,,,,False,404 Client Error: Not Found for url: https://revistamercado.do/services/locales-para-eventos-en-republica-dominicana-escenarios-para-tus-mejores-memorias/,/services/locales-para-eventos-en-republica-dominicana-escenarios-para-tus-mejores-memorias/,147
Jhojhanni Fiorini,Conflicto en Irán y el petróleo: ¿Por qué puede subir el precio de la gasolina en RD?,república dominicana,2026-07-22T05:49:00-04:00,False,,/money-invest/daily-news/conflicto-en-iran-y-el-petroleo-por-que-puede-subir-el-precio-de-la-gasolina-en-rd/,147
Karime Rivas,"Quién es Grace Schiodtz, la nueva directora general de Uber Eats México y cuáles son sus retos",executive profiles,2026-07-16T21:00:47-04:00,False,,/mercado-women/executive-profiles/grace-schiodtz-uber-eats-mexico/,147
Darling Gil,Equipos que perduran,brand content,2026-07-06T15:13:12-04:00,False,,/empresas/brand-content/equipos-que-perduran/,145
Miguel Vega,"Mundial 2026: Haaland enfrenta a Inglaterra, el país donde nació",sport business,2026-07-09T14:08:24-04:00,False,,/empresas/sport-business/mundial-2026-haaland-enfrenta-a-inglaterra-el-pais-donde-nacio/,145
Elba Reyes,Estrenos en streaming de julio 2026: Las series y películas que llegan a Netflix y Max en RD,devices,2026-07-03T17:27:40-04:00,False,,/technology/devices/estrenos-en-streaming-de-julio-2026-las-series-y-peliculas-que-llegan-a-netflix-y-max-en-rd/,145
Jhojhanni Fiorini,Ranking: Las 10 cosas más caras que ha creado la humanidad,actualidad,2026-03-04T16:30:47-04:00,False,,/actualidad/ranking-las-10-cosas-mas-caras-que-ha-creado-la-humanidad/,144
Elba Reyes,"Esto gana un abogado en República Dominicana en 2026, según el mercado laboral",empresas,2026-02-05T17:00:58-04:00,False,,/empresas/esto-gana-un-abogado-en-republica-dominicana-en-2026-segun-el-mercado-laboral/,144
