autor,mes,ruta,pct_cumplimiento
Rodrigo Muñoz,01,/empresas/sport-business/los-10-atletas-mejor-pagados-de-2025-fortunas-records-y-negocios/,53.8
Rodrigo Muñoz,01,/money-invest/ranking-paises-mas-ricos-de-latam-2024/,61.5
Rodrigo Muñoz,02,/empresas/meliton-cordero-arresto-cierre-dea-republica-dominicana/,69.2
Rodrigo Muñoz,02,/actualidad/extraterrestres-politica-e-ia-el-renovado-interes-por-baba-vanga-en-2026/,76.9
Rodrigo Muñoz,02,/money-invest/happening-now/ranking-los-paises-de-latinoamerica-con-mayor-percepcion-de-corrupcion/,38.5
Rodrigo Muñoz,03,/actualidad/extraterrestres-politica-e-ia-el-renovado-interes-por-baba-vanga-en-2026/,76.9
Rodrigo Muñoz,03,/actualidad/abinader-firma-coalicion-militar-en-la-cumbre-escudo-de-las-americas-y-consolida-al-pais-como-socio-estrategico-de-washington/,46.2
Rodrigo Muñoz,03,/empresas/la-caida-y-resurreccion-de-lego-el-imperio-que-se-reconstruyo-a-si-mismo/,46.2
Rodrigo Muñoz,04,/actualidad/trump-y-el-ultimatum-a-iran-48-horas-para-abrir-el-estrecho-de-ormuz-o-enfrentar-las-consecuencias/,46.2
Rodrigo Muñoz,04,/money-invest/ranking-que-paises-latinoamericanos-recaudan-mas-impuestos/,61.5
Rodrigo Muñoz,04,/mercado-exchange/tech-summit-2026-la-transformacion-digital-que-redefine-la-competitividad-en-rd/,61.5
Rodrigo Muñoz,05,/empresas/la-caida-y-resurreccion-de-lego-el-imperio-que-se-reconstruyo-a-si-mismo/,46.2
Rodrigo Muñoz,05,/technology/ia-innovation/indice-global-de-innovacion-2025-donde-se-ubican-los-lideres-mundiales-y-america-latina-en-el-ranking/,46.2
Rodrigo Muñoz,05,/money-invest/ranking-que-paises-latinoamericanos-recaudan-mas-impuestos/,61.5
Stacy Frias,01,/empresas/arquitectura-sensorial-transforma-emociones-liza-ortega/,46.2
Stacy Frias,02,/empresas/liderazgo-femenino-valores-que-transforman-empresas/,23.1
Stacy Frias,02,/empresas/arquitectura-sensorial-transforma-emociones-liza-ortega/,46.2
Stacy Frias,03,/empresas/arquitectura-sensorial-transforma-emociones-liza-ortega/,46.2
Stacy Frias,03,/empresas/liderazgo-femenino-valores-que-transforman-empresas/,23.1
Stacy Frias,04,/empresas/arquitectura-sensorial-transforma-emociones-liza-ortega/,46.2
Stacy Frias,04,/empresas/liderazgo-femenino-valores-que-transforman-empresas/,23.1
Stacy Frias,05,/empresas/arquitectura-sensorial-transforma-emociones-liza-ortega/,46.2
Stacy Frias,05,/empresas/liderazgo-femenino-valores-que-transforman-empresas/,23.1
Stacy Frias,06,/empresas/arquitectura-sensorial-transforma-emociones-liza-ortega/,46.2
Stacy Frias,06,/empresas/liderazgo-femenino-valores-que-transforman-empresas/,23.1
marianbriceno,01,/tecnologia/videojuegos-clasificaciones/,38.5
marianbriceno,02,/tecnologia/videojuegos-clasificaciones/,38.5
marianbriceno,03,/tecnologia/videojuegos-clasificaciones/,38.5
marianbriceno,04,/tecnologia/videojuegos-clasificaciones/,38.5
marianbriceno,05,/tecnologia/videojuegos-clasificaciones/,38.5
marianbriceno,06,/tecnologia/videojuegos-clasificaciones/,38.5
maynebatista,01,/medihealth/redes-sociales-en-adolescentes/,69.2
maynebatista,02,/medihealth/redes-sociales-en-adolescentes/,69.2
maynebatista,03,/medihealth/redes-sociales-en-adolescentes/,69.2
maynebatista,04,/medihealth/redes-sociales-en-adolescentes/,69.2
maynebatista,05,/medihealth/redes-sociales-en-adolescentes/,69.2
maynebatista,06,/medihealth/redes-sociales-en-adolescentes/,69.2
pferreras,01,/medihealth/descubre-la-alimentacion-ideal-segun-tu-tipo-de-sangre/,53.8
pferreras,01,/empresas/la-historia-de-amazon-una-compania-multimillonaria-que-inicio-en-un-garaje/,61.5
pferreras,01,/vida-en-la-cima/la-majestuosa-arquitectura-del-templo-de-la-merced-disenada-por-rodrigo-de-liendo/,53.8
pferreras,01,/empresas/frank-elias-rainieri-toma-control-de-grupo-puntacana/,61.5
pferreras,01,/mercado/regla-de-las-10000-horas/,53.8
pferreras,01,/mercado-norte/don-freddy-espinal/,61.5
pferreras,01,/empresas/walmart-se-transforma-en-el-mercado-argentino-ahora-opera-como-changomas/,76.9
pferreras,01,/market-brief/finanzas/por-que-la-universidad-no-te-garantiza-el-exito-financiero/,46.2
pferreras,02,/medihealth/descubre-la-alimentacion-ideal-segun-tu-tipo-de-sangre/,53.8
pferreras,02,/empresas/la-historia-de-amazon-una-compania-multimillonaria-que-inicio-en-un-garaje/,61.5
pferreras,02,/empresas/walmart-se-transforma-en-el-mercado-argentino-ahora-opera-como-changomas/,76.9
pferreras,02,/mercado/regla-de-las-10000-horas/,53.8
pferreras,02,/vida-en-la-cima/la-majestuosa-arquitectura-del-templo-de-la-merced-disenada-por-rodrigo-de-liendo/,53.8
pferreras,02,/mercado-norte/don-freddy-espinal/,61.5
pferreras,02,/empresas/frank-elias-rainieri-toma-control-de-grupo-puntacana/,61.5
pferreras,02,/market-brief/finanzas/por-que-la-universidad-no-te-garantiza-el-exito-financiero/,46.2
pferreras,03,/medihealth/descubre-la-alimentacion-ideal-segun-tu-tipo-de-sangre/,53.8
pferreras,03,/empresas/la-historia-de-amazon-una-compania-multimillonaria-que-inicio-en-un-garaje/,61.5
pferreras,03,/mercado/regla-de-las-10000-horas/,53.8
pferreras,03,/empresas/walmart-se-transforma-en-el-mercado-argentino-ahora-opera-como-changomas/,76.9
pferreras,03,/mercado-norte/don-freddy-espinal/,61.5
pferreras,03,/empresas/frank-elias-rainieri-toma-control-de-grupo-puntacana/,61.5
pferreras,03,/vida-en-la-cima/la-majestuosa-arquitectura-del-templo-de-la-merced-disenada-por-rodrigo-de-liendo/,53.8
pferreras,03,/market-brief/finanzas/por-que-la-universidad-no-te-garantiza-el-exito-financiero/,46.2
pferreras,04,/market-brief/finanzas/por-que-la-universidad-no-te-garantiza-el-exito-financiero/,46.2
pferreras,04,/medihealth/descubre-la-alimentacion-ideal-segun-tu-tipo-de-sangre/,53.8
pferreras,04,/vida-en-la-cima/la-majestuosa-arquitectura-del-templo-de-la-merced-disenada-por-rodrigo-de-liendo/,53.8
pferreras,04,/empresas/la-historia-de-amazon-una-compania-multimillonaria-que-inicio-en-un-garaje/,61.5
pferreras,04,/empresas/frank-elias-rainieri-toma-control-de-grupo-puntacana/,61.5
pferreras,04,/mercado/regla-de-las-10000-horas/,53.8
pferreras,04,/mercado-norte/don-freddy-espinal/,61.5
pferreras,04,/empresas/walmart-se-transforma-en-el-mercado-argentino-ahora-opera-como-changomas/,76.9
pferreras,05,/empresas/frank-elias-rainieri-toma-control-de-grupo-puntacana/,61.5
pferreras,05,/mercado-norte/don-freddy-espinal/,61.5
pferreras,05,/empresas/la-historia-de-amazon-una-compania-multimillonaria-que-inicio-en-un-garaje/,61.5
pferreras,05,/medihealth/descubre-la-alimentacion-ideal-segun-tu-tipo-de-sangre/,53.8
pferreras,05,/vida-en-la-cima/la-majestuosa-arquitectura-del-templo-de-la-merced-disenada-por-rodrigo-de-liendo/,53.8
pferreras,05,/mercado/regla-de-las-10000-horas/,53.8
pferreras,05,/empresas/walmart-se-transforma-en-el-mercado-argentino-ahora-opera-como-changomas/,76.9
pferreras,05,/market-brief/finanzas/por-que-la-universidad-no-te-garantiza-el-exito-financiero/,46.2
pferreras,06,/mercado-norte/don-freddy-espinal/,61.5
pferreras,06,/empresas/la-historia-de-amazon-una-compania-multimillonaria-que-inicio-en-un-garaje/,61.5
pferreras,06,/empresas/walmart-se-transforma-en-el-mercado-argentino-ahora-opera-como-changomas/,76.9
pferreras,06,/market-brief/finanzas/por-que-la-universidad-no-te-garantiza-el-exito-financiero/,46.2
pferreras,06,/mercado/regla-de-las-10000-horas/,53.8
pferreras,06,/empresas/frank-elias-rainieri-toma-control-de-grupo-puntacana/,61.5
pferreras,06,/vida-en-la-cima/la-majestuosa-arquitectura-del-templo-de-la-merced-disenada-por-rodrigo-de-liendo/,53.8
pferreras,06,/medihealth/descubre-la-alimentacion-ideal-segun-tu-tipo-de-sangre/,53.8
